cashInLimit,totalCashOutTimes,totalCashInTimes,cashOutAmount,cashInAmount,amountRemain,date,time
20000,17,11,19254,12184,12930,2019-01-06,10:40
20000,49,47,57357,44975,7618,2019-01-06,10:39
20000,23,32,21600,38262,36662,2019-01-06,10:38
20000,29,33,29644,31595,21951,2019-01-06,10:37
20000,3,41,2873,39307,56434,2019-01-06,10:36
20000,10,33,9243,31210,41967,2019-01-06,10:35
20000,27,44,26681,42614,35933,2019-01-06,10:34
20000,32,9,33490,7727,-5763,2019-01-06,10:33
20000,15,33,11274,31592,40318,2019-01-06,10:32
20000,43,12,45579,14674,-10905,2019-01-06,10:31
20000,9,27,7419,30021,42602,2019-01-06,10:30
20000,1,22,828,23398,42570,2019-01-06,10:29
20000,18,12,18485,12555,14070,2019-01-06,10:28
20000,30,37,31705,41296,29591,2019-01-06,10:27
20000,31,25,33392,27503,14111,2019-01-06,10:26
20000,34,6,34424,4912,-9512,2019-01-06,10:25
20000,19,49,20146,49926,49780,2019-01-06,10:24
20000,12,16,10012,16134,26122,2019-01-06,10:23
20000,21,35,21739,34005,32266,2019-01-06,10:22
20000,44,22,48558,27450,-1108,2019-01-06,10:21
20000,4,47,2857,42682,59825,2019-01-06,10:20
20000,10,4,12276,6023,13747,2019-01-06,10:19
20000,8,26,8578,30276,41698,2019-01-06,10:18
20000,43,15,40810,14962,-5848,2019-01-06,10:17
20000,29,10,34290,11007,-3283,2019-01-06,10:16
20000,17,0,17374,0,2626,2019-01-06,10:15
20000,31,5,31595,5284,-6311,2019-01-06,10:14
20000,28,25,29178,27463,18285,2019-01-06,10:13
20000,9,22,8134,22083,33949,2019-01-06,10:12
20000,15,9,15200,9296,14096,2019-01-06,10:11
20000,32,3,34190,3202,-10988,2019-01-06,10:10
20000,37,14,42589,13786,-8803,2019-01-06,10:09
20000,37,22,34459,26061,11602,2019-01-06,10:08
20000,10,22,6137,21489,35352,2019-01-06,10:07
20000,33,33,35460,30718,15258,2019-01-06,10:06
20000,27,49,27562,51239,43677,2019-01-06,10:05
20000,45,27,47589,24462,-3127,2019-01-06,10:04
20000,45,44,46686,48937,22251,2019-01-06,10:03
20000,17,38,16032,39066,43034,2019-01-06,10:02
20000,6,29,8794,28518,39724,2019-01-06,10:01
20000,47,13,47533,14876,-12657,2019-01-06,10:00
20000,1,6,1984,6461,24477,2019-01-06,09:59
20000,21,4,20108,3795,3687,2019-01-06,09:58
20000,16,7,19145,7009,7864,2019-01-06,09:57
20000,23,10,29181,11540,2359,2019-01-06,09:56
20000,37,39,39747,38448,18701,2019-01-06,09:55
20000,22,41,19168,51683,52515,2019-01-06,09:54
20000,1,6,1806,5731,23925,2019-01-06,09:53
20000,3,30,3170,28902,45732,2019-01-06,09:52
20000,10,17,8357,18612,30255,2019-01-06,09:51
20000,12,22,11022,22316,31294,2019-01-06,09:50
20000,6,0,5245,0,14755,2019-01-06,09:49
20000,12,34,13045,31842,38797,2019-01-06,09:48
20000,11,26,11651,26932,35281,2019-01-06,09:47
20000,22,49,22307,47725,45418,2019-01-06,09:46
20000,23,37,24582,42348,37766,2019-01-06,09:45
20000,35,27,40410,32295,11885,2019-01-06,09:44
20000,20,44,15682,43725,48043,2019-01-06,09:43
20000,28,15,33243,18311,5068,2019-01-06,09:42
20000,40,30,37696,36010,18314,2019-01-06,09:41
20000,26,2,25703,3129,-2574,2019-01-06,09:40
20000,20,23,21325,22630,21305,2019-01-06,09:39
20000,24,36,23179,33659,30480,2019-01-06,09:38
20000,39,28,39961,26563,6602,2019-01-06,09:37
20000,44,41,44450,46317,21867,2019-01-06,09:36
20000,5,8,3806,6226,22420,2019-01-06,09:35
20000,40,13,36173,13048,-3125,2019-01-06,09:34
20000,43,42,45508,43131,17623,2019-01-06,09:33
20000,49,0,43160,0,-23160,2019-01-06,09:32
20000,0,39,0,34602,54602,2019-01-06,09:31
20000,28,3,28860,3944,-4916,2019-01-06,09:30
20000,49,8,46252,8548,-17704,2019-01-06,09:29
20000,43,48,42539,54395,31856,2019-01-06,09:28
20000,15,28,14592,25672,31080,2019-01-06,09:27
20000,4,16,3188,19566,36378,2019-01-06,09:26
20000,5,47,2112,52768,70656,2019-01-06,09:25
20000,0,41,0,41152,61152,2019-01-06,09:24
20000,19,39,18757,44666,45909,2019-01-06,09:23
20000,46,8,49196,6257,-22939,2019-01-06,09:22
20000,4,8,4758,5967,21209,2019-01-06,09:21
20000,41,35,39617,34104,14487,2019-01-06,09:20
20000,10,17,11877,20030,28153,2019-01-06,09:19
20000,3,28,1741,28797,47056,2019-01-06,09:18
20000,15,5,13007,6243,13236,2019-01-06,09:17
20000,1,32,109,33156,53047,2019-01-06,09:16
20000,43,42,44229,39512,15283,2019-01-06,09:15
20000,41,4,42654,5787,-16867,2019-01-06,09:14
20000,24,6,19580,7421,7841,2019-01-06,09:13
20000,11,22,12331,24929,32598,2019-01-06,09:12
20000,18,36,19428,36740,37312,2019-01-06,09:11
20000,10,49,11416,50964,59548,2019-01-06,09:10
20000,16,13,17328,11742,14414,2019-01-06,09:09
20000,10,7,12557,7129,14572,2019-01-06,09:08
20000,3,13,2902,11844,28942,2019-01-06,09:07
20000,38,44,44032,47376,23344,2019-01-06,09:06
20000,36,9,26606,6372,-234,2019-01-06,09:05
20000,19,39,18984,35983,36999,2019-01-06,09:04
20000,41,38,41825,36314,14489,2019-01-06,09:03
20000,16,11,16694,11640,14946,2019-01-06,09:02
20000,37,14,33130,15240,2110,2019-01-06,09:01
20000,23,46,27646,49681,42035,2019-01-06,09:00
20000,8,21,10462,17930,27468,2019-01-06,08:59
20000,44,34,45675,34921,9246,2019-01-06,08:58
20000,19,43,19943,46740,46797,2019-01-06,08:57
20000,19,6,17570,8633,11063,2019-01-06,08:56
20000,4,23,4068,24179,40111,2019-01-06,08:55
20000,2,0,2829,0,17171,2019-01-06,08:54
20000,33,35,35160,39419,24259,2019-01-06,08:53
20000,45,11,52343,10486,-21857,2019-01-06,08:52
20000,5,9,4711,8535,23824,2019-01-06,08:51
20000,42,6,39439,8659,-10780,2019-01-06,08:50
20000,17,11,17736,10495,12759,2019-01-06,08:49
20000,34,4,36308,4767,-11541,2019-01-06,08:48
20000,3,2,2605,2073,19468,2019-01-06,08:47
20000,16,14,19052,15851,16799,2019-01-06,08:46
20000,16,8,18144,5235,7091,2019-01-06,08:45
20000,41,13,44109,13514,-10595,2019-01-06,08:44
20000,46,9,51425,7722,-23703,2019-01-06,08:43
20000,4,28,4880,28575,43695,2019-01-06,08:42
20000,19,37,17432,44823,47391,2019-01-06,08:41
20000,7,37,7563,34755,47192,2019-01-06,08:40
20000,23,29,24888,28182,23294,2019-01-06,08:39
20000,38,49,34706,47934,33228,2019-01-06,08:38
20000,44,27,42477,24185,1708,2019-01-06,08:37
20000,30,16,26888,12293,5405,2019-01-06,08:36
20000,13,7,10089,7445,17356,2019-01-06,08:35
20000,19,29,18310,26779,28469,2019-01-06,08:34
20000,12,19,15241,15818,20577,2019-01-06,08:33
20000,42,23,41037,28200,7163,2019-01-06,08:32
20000,3,22,3728,23943,40215,2019-01-06,08:31
20000,16,47,15841,45529,49688,2019-01-06,08:30
20000,19,16,21297,15035,13738,2019-01-06,08:29
20000,23,44,23745,47384,43639,2019-01-06,08:28
20000,4,3,4449,2668,18219,2019-01-06,08:27
20000,19,0,15760,0,4240,2019-01-06,08:26
20000,4,22,4449,26345,41896,2019-01-06,08:25
20000,36,27,40091,27026,6935,2019-01-06,08:24
20000,25,21,28555,21511,12956,2019-01-06,08:23
20000,49,7,48232,6816,-21416,2019-01-06,08:22
20000,47,8,47243,8082,-19161,2019-01-06,08:21
20000,48,49,47424,53493,26069,2019-01-06,08:20
20000,46,10,49436,6216,-23220,2019-01-06,08:19
20000,22,31,21746,29704,27958,2019-01-06,08:18
20000,36,36,37890,34076,16186,2019-01-06,08:17
20000,28,41,25970,40444,34474,2019-01-06,08:16
20000,43,9,44451,11343,-13108,2019-01-06,08:15
20000,48,5,53239,4340,-28899,2019-01-06,08:14
20000,11,34,10475,29593,39118,2019-01-06,08:13
20000,6,28,4637,28541,43904,2019-01-06,08:12
20000,8,1,5828,455,14627,2019-01-06,08:11
20000,0,9,0,11495,31495,2019-01-06,08:10
20000,28,9,32097,9749,-2348,2019-01-06,08:09
20000,41,49,44985,48805,23820,2019-01-06,08:08
20000,18,8,16521,8815,12294,2019-01-06,08:07
20000,45,36,52286,35270,2984,2019-01-06,08:06
20000,26,0,26237,0,-6237,2019-01-06,08:05
20000,7,36,6513,35169,48656,2019-01-06,08:04
20000,9,6,7280,7506,20226,2019-01-06,08:03
20000,3,3,3354,3760,20406,2019-01-06,08:02
20000,4,22,2624,18547,35923,2019-01-06,08:01
20000,28,31,27349,25733,18384,2019-01-06,08:00
20000,45,8,47194,7595,-19599,2019-01-06,07:59
20000,11,16,11013,16126,25113,2019-01-06,07:58
20000,45,42,39234,49196,29962,2019-01-06,07:57
20000,44,17,37479,20218,2739,2019-01-06,07:56
20000,16,40,14400,41766,47366,2019-01-06,07:55
20000,16,2,15063,2063,7000,2019-01-06,07:54
20000,35,30,35870,32105,16235,2019-01-06,07:53
20000,0,32,0,30144,50144,2019-01-06,07:52
20000,38,22,37497,25987,8490,2019-01-06,07:51
20000,27,30,32391,32029,19638,2019-01-06,07:50
20000,26,39,30470,37695,27225,2019-01-06,07:49
20000,36,6,38461,3926,-14535,2019-01-06,07:48
20000,20,15,23162,15571,12409,2019-01-06,07:47
20000,4,15,3449,17963,34514,2019-01-06,07:46
20000,26,12,25400,11985,6585,2019-01-06,07:45
20000,21,15,22955,14437,11482,2019-01-06,07:44
20000,37,15,38809,14670,-4139,2019-01-06,07:43
20000,42,23,40824,20584,-240,2019-01-06,07:42
20000,41,32,43496,37937,14441,2019-01-06,07:41
20000,37,29,36154,31229,15075,2019-01-06,07:40
20000,6,26,5194,31034,45840,2019-01-06,07:39
20000,7,12,7645,11645,24000,2019-01-06,07:38
20000,9,43,9421,44587,55166,2019-01-06,07:37
20000,32,41,26377,38358,31981,2019-01-06,07:36
20000,34,49,33040,52305,39265,2019-01-06,07:35
20000,2,41,1550,44677,63127,2019-01-06,07:34
20000,41,6,42702,6735,-15967,2019-01-06,07:33
20000,49,17,50118,21525,-8593,2019-01-06,07:32
20000,44,1,43619,521,-23098,2019-01-06,07:31
20000,22,42,22682,37774,35092,2019-01-06,07:30
20000,47,3,44222,3548,-20674,2019-01-06,07:29
20000,12,21,12308,22664,30356,2019-01-06,07:28
20000,2,48,1902,46373,64471,2019-01-06,07:27
20000,43,16,44569,18170,-6399,2019-01-06,07:26
20000,43,1,44419,1070,-23349,2019-01-06,07:25
20000,46,19,47304,21920,-5384,2019-01-06,07:24
20000,38,36,42381,33440,11059,2019-01-06,07:23
20000,41,0,44759,0,-24759,2019-01-06,07:22
20000,41,46,48458,50880,22422,2019-01-06,07:21
20000,8,29,6363,32066,45703,2019-01-06,07:20
20000,43,6,44430,7118,-17312,2019-01-06,07:19
20000,37,10,39427,9330,-10097,2019-01-06,07:18
20000,49,5,44233,4810,-19423,2019-01-06,07:17
20000,17,34,14917,31423,36506,2019-01-06,07:16
20000,20,27,18675,25922,27247,2019-01-06,07:15
20000,31,29,30719,31051,20332,2019-01-06,07:14
20000,40,31,43392,27587,4195,2019-01-06,07:13
20000,8,35,10696,35031,44335,2019-01-06,07:12
20000,22,40,20255,41903,41648,2019-01-06,07:11
20000,36,23,38730,27255,8525,2019-01-06,07:10
20000,0,31,0,33179,53179,2019-01-06,07:09
20000,0,9,0,14004,34004,2019-01-06,07:08
20000,22,6,19022,7153,8131,2019-01-06,07:07
20000,16,33,21322,38371,37049,2019-01-06,07:06
20000,36,42,37458,45218,27760,2019-01-06,07:05
20000,41,31,44521,34156,9635,2019-01-06,07:04
20000,17,4,16237,3421,7184,2019-01-06,07:03
20000,24,19,22472,17370,14898,2019-01-06,07:02
20000,28,15,34697,14013,-684,2019-01-06,07:01
20000,38,17,41061,16647,-4414,2019-01-06,07:00
20000,12,37,14941,44467,49526,2019-01-06,06:59
20000,43,2,42000,2996,-19004,2019-01-06,06:58
20000,18,49,20586,52383,51797,2019-01-06,06:57
20000,1,44,1189,43714,62525,2019-01-06,06:56
20000,21,1,21659,145,-1514,2019-01-06,06:55
20000,21,0,19303,0,697,2019-01-06,06:54
20000,20,11,19955,11357,11402,2019-01-06,06:53
20000,7,5,6745,6457,19712,2019-01-06,06:52
20000,11,0,11331,0,8669,2019-01-06,06:51
20000,38,12,48185,10573,-17612,2019-01-06,06:50
20000,7,24,5544,22518,36974,2019-01-06,06:49
20000,45,11,46797,8293,-18504,2019-01-06,06:48
20000,44,42,41858,40506,18648,2019-01-06,06:47
20000,10,37,11971,41269,49298,2019-01-06,06:46
20000,12,10,14304,9572,15268,2019-01-06,06:45
20000,41,39,39878,39097,19219,2019-01-06,06:44
20000,28,48,31558,47924,36366,2019-01-06,06:43
20000,48,9,53382,9839,-23543,2019-01-06,06:42
20000,15,5,14506,3279,8773,2019-01-06,06:41
20000,15,44,17154,44913,47759,2019-01-06,06:40
20000,26,46,27039,45912,38873,2019-01-06,06:39
20000,4,29,4383,25939,41556,2019-01-06,06:38
20000,1,20,1559,15220,33661,2019-01-06,06:37
20000,17,2,20440,2096,1656,2019-01-06,06:36
20000,37,43,36738,44002,27264,2019-01-06,06:35
20000,23,44,25245,38813,33568,2019-01-06,06:34
20000,32,36,35803,33813,18010,2019-01-06,06:33
20000,8,8,9136,7612,18476,2019-01-06,06:32
20000,37,49,44093,52951,28858,2019-01-06,06:31
20000,33,9,32211,8475,-3736,2019-01-06,06:30
20000,29,15,34060,18654,4594,2019-01-06,06:29
20000,4,36,2900,35140,52240,2019-01-06,06:28
20000,31,42,32880,40194,27314,2019-01-06,06:27
20000,47,17,44227,19537,-4690,2019-01-06,06:26
20000,14,16,13883,17247,23364,2019-01-06,06:25
20000,33,28,35944,24168,8224,2019-01-06,06:24
20000,6,26,6835,19039,32204,2019-01-06,06:23
20000,16,3,14001,1706,7705,2019-01-06,06:22
20000,36,15,33240,17963,4723,2019-01-06,06:21
20000,6,7,7697,6909,19212,2019-01-06,06:20
20000,7,41,7116,47331,60215,2019-01-06,06:19
20000,46,35,49745,38655,8910,2019-01-06,06:18
20000,12,6,11894,7073,15179,2019-01-06,06:17
20000,41,7,43912,3404,-20508,2019-01-06,06:16
20000,35,41,37999,38718,20719,2019-01-06,06:15
20000,4,14,4361,17035,32674,2019-01-06,06:14
20000,16,23,13528,24100,30572,2019-01-06,06:13
20000,10,22,10584,22761,32177,2019-01-06,06:12
20000,7,21,6998,25168,38170,2019-01-06,06:11
20000,12,15,11468,13762,22294,2019-01-06,06:10
20000,19,21,20563,27834,27271,2019-01-06,06:09
20000,15,17,14672,23726,29054,2019-01-06,06:08
20000,39,2,37642,807,-16835,2019-01-06,06:07
20000,42,22,45520,22161,-3359,2019-01-06,06:06
20000,16,7,20002,7545,7543,2019-01-06,06:05
20000,19,13,17627,12476,14849,2019-01-06,06:04
20000,1,18,1874,19424,37550,2019-01-06,06:03
20000,10,6,11820,4515,12695,2019-01-06,06:02
20000,39,41,46430,39065,12635,2019-01-06,06:01
20000,32,34,36019,34554,18535,2019-01-06,06:00
20000,25,17,33936,15056,1120,2019-01-06,05:59
20000,6,27,5919,32368,46449,2019-01-06,05:58
20000,44,39,43952,43591,19639,2019-01-06,05:57
20000,38,5,35088,4628,-10460,2019-01-06,05:56
20000,16,47,14388,46286,51898,2019-01-06,05:55
20000,19,37,21041,38837,37796,2019-01-06,05:54
20000,31,34,30774,35098,24324,2019-01-06,05:53
20000,2,21,797,23654,42857,2019-01-06,05:52
20000,40,0,48433,0,-28433,2019-01-06,05:51
20000,44,30,42402,28792,6390,2019-01-06,05:50
20000,48,27,53084,24637,-8447,2019-01-06,05:49
20000,42,25,39138,28850,9712,2019-01-06,05:48
20000,49,17,54787,22045,-12742,2019-01-06,05:47
20000,22,3,22196,2935,739,2019-01-06,05:46
20000,12,40,12334,41970,49636,2019-01-06,05:45
20000,48,2,39775,1694,-18081,2019-01-06,05:44
20000,38,0,37414,0,-17414,2019-01-06,05:43
20000,36,39,37157,36653,19496,2019-01-06,05:42
20000,40,29,44600,29408,4808,2019-01-06,05:41
20000,49,27,51303,25785,-5518,2019-01-06,05:40
20000,15,32,16402,34528,38126,2019-01-06,05:39
20000,37,18,36264,18803,2539,2019-01-06,05:38
20000,21,22,21925,28569,26644,2019-01-06,05:37
20000,47,43,49279,45405,16126,2019-01-06,05:36
20000,36,10,37801,11343,-6458,2019-01-06,05:35
20000,32,19,30189,22544,12355,2019-01-06,05:34
20000,39,34,43450,39947,16497,2019-01-06,05:33
20000,41,6,40852,8767,-12085,2019-01-06,05:32
20000,17,32,13604,32241,38637,2019-01-06,05:31
20000,43,34,44698,37596,12898,2019-01-06,05:30
20000,33,48,35340,41977,26637,2019-01-06,05:29
20000,2,38,1238,37672,56434,2019-01-06,05:28
20000,36,23,36083,20869,4786,2019-01-06,05:27
20000,37,12,39880,9880,-10000,2019-01-06,05:26
20000,13,0,12309,0,7691,2019-01-06,05:25
20000,11,9,12626,12310,19684,2019-01-06,05:24
20000,45,25,41367,24035,2668,2019-01-06,05:23
20000,31,23,34098,26712,12614,2019-01-06,05:22
20000,13,35,15716,40137,44421,2019-01-06,05:21
20000,17,41,16316,40014,43698,2019-01-06,05:20
20000,14,15,16518,12604,16086,2019-01-06,05:19
20000,31,44,30538,43466,32928,2019-01-06,05:18
20000,9,38,8788,46090,57302,2019-01-06,05:17
20000,5,15,5408,20751,35343,2019-01-06,05:16
20000,38,9,38122,8121,-10001,2019-01-06,05:15
20000,6,41,7885,41943,54058,2019-01-06,05:14
20000,1,15,620,15579,34959,2019-01-06,05:13
20000,38,33,39982,32624,12642,2019-01-06,05:12
20000,6,28,8081,31752,43671,2019-01-06,05:11
20000,45,2,51671,2349,-29322,2019-01-06,05:10
20000,30,4,32977,3199,-9778,2019-01-06,05:09
20000,3,30,2583,30701,48118,2019-01-06,05:08
20000,14,32,14851,29380,34529,2019-01-06,05:07
20000,5,30,4955,34511,49556,2019-01-06,05:06
20000,33,39,28400,43601,35201,2019-01-06,05:05
20000,12,21,9288,20030,30742,2019-01-06,05:04
20000,3,36,3350,29769,46419,2019-01-06,05:03
20000,39,35,42423,37323,14900,2019-01-06,05:02
20000,21,33,19453,34204,34751,2019-01-06,05:01
20000,30,20,27974,22645,14671,2019-01-06,05:00
20000,46,13,50523,11495,-19028,2019-01-06,04:59
20000,28,37,25762,36913,31151,2019-01-06,04:58
20000,18,7,16983,8075,11092,2019-01-06,04:57
20000,21,45,24755,48451,43696,2019-01-06,04:56
20000,13,14,11779,13230,21451,2019-01-06,04:55
20000,36,31,37037,32623,15586,2019-01-06,04:54
20000,38,44,41727,49486,27759,2019-01-06,04:53
20000,46,42,54473,41421,6948,2019-01-06,04:52
20000,31,39,37481,35749,18268,2019-01-06,04:51
20000,28,16,28512,16198,7686,2019-01-06,04:50
20000,10,6,8944,5600,16656,2019-01-06,04:49
20000,34,36,34072,32389,18317,2019-01-06,04:48
20000,4,3,3961,5039,21078,2019-01-06,04:47
20000,46,16,44864,19088,-5776,2019-01-06,04:46
20000,24,16,26660,11043,4383,2019-01-06,04:45
20000,34,6,28320,6684,-1636,2019-01-06,04:44
20000,39,48,39250,47436,28186,2019-01-06,04:43
20000,42,49,37462,48714,31252,2019-01-06,04:42
20000,18,18,22889,19410,16521,2019-01-06,04:41
20000,38,22,42535,24590,2055,2019-01-06,04:40
20000,25,29,24669,28255,23586,2019-01-06,04:39
20000,25,4,29733,2775,-6958,2019-01-06,04:38
20000,30,10,28385,9681,1296,2019-01-06,04:37
20000,3,39,2563,41331,58768,2019-01-06,04:36
20000,10,45,7937,44302,56365,2019-01-06,04:35
20000,31,13,35682,14102,-1580,2019-01-06,04:34
20000,36,29,39440,35143,15703,2019-01-06,04:33
20000,49,28,57099,25525,-11574,2019-01-06,04:32
20000,44,11,40401,12694,-7707,2019-01-06,04:31
20000,23,9,21333,11667,10334,2019-01-06,04:30
20000,2,2,2063,2621,20558,2019-01-06,04:29
20000,7,39,6767,37230,50463,2019-01-06,04:28
20000,4,37,3719,34300,50581,2019-01-06,04:27
20000,22,7,22829,8607,5778,2019-01-06,04:26
20000,25,49,28012,45984,37972,2019-01-06,04:25
20000,2,40,2265,42825,60560,2019-01-06,04:24
20000,38,24,44724,22116,-2608,2019-01-06,04:23
20000,11,40,11955,37704,45749,2019-01-06,04:22
20000,44,30,41355,38151,16796,2019-01-06,04:21
20000,44,38,44374,40716,16342,2019-01-06,04:20
20000,9,2,11999,753,8754,2019-01-06,04:19
20000,41,37,40678,35409,14731,2019-01-06,04:18
20000,35,36,32840,41572,28732,2019-01-06,04:17
20000,16,9,19845,8003,8158,2019-01-06,04:16
20000,44,47,43324,48736,25412,2019-01-06,04:15
20000,43,48,40700,53411,32711,2019-01-06,04:14
20000,40,43,34657,50342,35685,2019-01-06,04:13
20000,5,41,7540,47072,59532,2019-01-06,04:12
20000,11,1,11887,1572,9685,2019-01-06,04:11
20000,22,49,25399,50897,45498,2019-01-06,04:10
20000,46,35,49799,37774,7975,2019-01-06,04:09
20000,5,18,4574,17355,32781,2019-01-06,04:08
20000,20,15,20036,17971,17935,2019-01-06,04:07
20000,26,18,23414,17412,13998,2019-01-06,04:06
20000,17,17,14345,18525,24180,2019-01-06,04:05
20000,19,1,23482,1059,-2423,2019-01-06,04:04
20000,44,22,53920,19711,-14209,2019-01-06,04:03
20000,37,40,37702,40561,22859,2019-01-06,04:02
20000,27,13,26090,13235,7145,2019-01-06,04:01
20000,31,6,34705,4527,-10178,2019-01-06,04:00
20000,8,13,7708,12620,24912,2019-01-06,03:59
20000,40,3,42137,3277,-18860,2019-01-06,03:58
20000,4,48,3630,55263,71633,2019-01-06,03:57
20000,44,17,49984,16353,-13631,2019-01-06,03:56
20000,42,44,43478,43311,19833,2019-01-06,03:55
20000,43,39,51381,39465,8084,2019-01-06,03:54
20000,46,9,47907,10663,-17244,2019-01-06,03:53
20000,49,25,45498,25933,435,2019-01-06,03:52
20000,44,39,40638,37970,17332,2019-01-06,03:51
20000,20,3,17975,4491,6516,2019-01-06,03:50
20000,37,32,44711,30189,5478,2019-01-06,03:49
20000,12,41,11851,46138,54287,2019-01-06,03:48
20000,7,21,8732,22539,33807,2019-01-06,03:47
20000,18,22,25617,21827,16210,2019-01-06,03:46
20000,45,2,50531,1268,-29263,2019-01-06,03:45
20000,10,31,8756,33595,44839,2019-01-06,03:44
20000,16,1,19887,831,944,2019-01-06,03:43
20000,11,44,9751,48111,58360,2019-01-06,03:42
20000,28,45,27044,46355,39311,2019-01-06,03:41
20000,28,20,28365,22359,13994,2019-01-06,03:40
20000,48,41,52247,41914,9667,2019-01-06,03:39
20000,47,23,52249,24675,-7574,2019-01-06,03:38
20000,36,44,38934,39330,20396,2019-01-06,03:37
20000,8,47,10864,46486,55622,2019-01-06,03:36
20000,11,23,13644,21922,28278,2019-01-06,03:35
20000,0,21,0,17243,37243,2019-01-06,03:34
20000,40,31,37201,32883,15682,2019-01-06,03:33
20000,29,40,30154,41350,31196,2019-01-06,03:32
20000,27,30,33386,25507,12121,2019-01-06,03:31
20000,11,33,11188,26426,35238,2019-01-06,03:30
20000,2,12,2199,14553,32354,2019-01-06,03:29
20000,21,9,23022,6201,3179,2019-01-06,03:28
20000,39,32,43482,40590,17108,2019-01-06,03:27
20000,18,36,16739,35860,39121,2019-01-06,03:26
20000,25,49,29699,55303,45604,2019-01-06,03:25
20000,25,16,24336,12340,8004,2019-01-06,03:24
20000,38,39,39483,36044,16561,2019-01-06,03:23
20000,42,11,40375,12635,-7740,2019-01-06,03:22
20000,10,22,11436,18692,27256,2019-01-06,03:21
20000,34,26,32050,24237,12187,2019-01-06,03:20
20000,47,36,49048,37506,8458,2019-01-06,03:19
20000,27,42,29981,39275,29294,2019-01-06,03:18
20000,29,29,27340,30851,23511,2019-01-06,03:17
20000,6,38,4392,39504,55112,2019-01-06,03:16
20000,3,10,2066,10476,28410,2019-01-06,03:15
20000,49,21,53525,23516,-10009,2019-01-06,03:14
20000,32,22,25683,16535,10852,2019-01-06,03:13
20000,10,40,7653,37052,49399,2019-01-06,03:12
20000,19,10,25190,11979,6789,2019-01-06,03:11
20000,48,15,48610,18589,-10021,2019-01-06,03:10
20000,46,48,50112,51218,21106,2019-01-06,03:09
20000,4,36,4947,36314,51367,2019-01-06,03:08
20000,36,36,35876,41014,25138,2019-01-06,03:07
20000,7,41,7282,41447,54165,2019-01-06,03:06
20000,21,15,23135,17174,14039,2019-01-06,03:05
20000,29,8,29529,11097,1568,2019-01-06,03:04
20000,33,27,34351,27942,13591,2019-01-06,03:03
20000,13,34,16203,37088,40885,2019-01-06,03:02
20000,38,39,41771,38853,17082,2019-01-06,03:01
20000,4,44,2662,53293,70631,2019-01-06,03:00
20000,42,10,46901,10452,-16449,2019-01-06,02:59
20000,14,2,17524,2083,4559,2019-01-06,02:58
20000,42,3,49931,4031,-25900,2019-01-06,02:57
20000,30,2,34312,692,-13620,2019-01-06,02:56
20000,44,2,42233,2927,-19306,2019-01-06,02:55
